s_time,label,fname
594666,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
600665,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
606664,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
612663,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
618662,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
624662,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
630661,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
636662,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
642661,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
648660,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
654659,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
660657,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
666656,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
672656,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
678656,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
684656,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
690653,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
696653,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
702652,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
708651,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
714650,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
720649,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
726648,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
732647,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
738646,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
744644,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
750644,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
756643,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
762643,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
768642,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
774641,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
780639,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
786638,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
792638,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
798637,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
804635,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
810635,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
816634,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
822633,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
828632,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
834631,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
963063,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
969061,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
975060,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
981059,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
987058,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
993057,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
999057,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
1005056,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1011055,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1017054,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1023054,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1029052,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
1035051,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1041051,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1047049,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1053048,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1059047,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1065046,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
1071045,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1077045,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1083044,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1089043,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
1095043,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1101041,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1107040,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1113040,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1119039,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1125038,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1131037,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1137035,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1143034,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1149033,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1155033,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1161033,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
1167031,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1173031,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1179029,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1185028,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1191027,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1197026,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1203026,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1209025,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1215023,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1221023,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1227022,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1233021,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1239020,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
1245021,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1251019,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
1257017,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1403796,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1409795,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1415793,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1421793,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1427791,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1433791,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1439790,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1445789,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1451789,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1457787,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1463785,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1469785,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1475785,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1481784,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1487783,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1493782,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1499781,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1505780,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1511779,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1517778,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1523778,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1529776,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1535775,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1541774,5,ABI-Kartikeya-22-10-19_20191022_040406.mff
1547773,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1553773,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1559772,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1565771,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1571770,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1577769,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1583768,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1589767,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1595766,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1601766,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1607765,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
1613764,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1619763,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1625762,1,ABI-Kartikeya-22-10-19_20191022_040406.mff
1631761,3,ABI-Kartikeya-22-10-19_20191022_040406.mff
1637760,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1643759,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1649758,8,ABI-Kartikeya-22-10-19_20191022_040406.mff
1655757,4,ABI-Kartikeya-22-10-19_20191022_040406.mff
1661757,9,ABI-Kartikeya-22-10-19_20191022_040406.mff
1667756,6,ABI-Kartikeya-22-10-19_20191022_040406.mff
1673755,2,ABI-Kartikeya-22-10-19_20191022_040406.mff
1679754,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1685752,7,ABI-Kartikeya-22-10-19_20191022_040406.mff
1691752,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
1697751,0,ABI-Kartikeya-22-10-19_20191022_040406.mff
17412,8,ABI-Pranali-23-09-19_20190923_103745.mff
23411,0,ABI-Pranali-23-09-19_20190923_103745.mff
29410,2,ABI-Pranali-23-09-19_20190923_103745.mff
35409,0,ABI-Pranali-23-09-19_20190923_103745.mff
41408,0,ABI-Pranali-23-09-19_20190923_103745.mff
47407,0,ABI-Pranali-23-09-19_20190923_103745.mff
53407,4,ABI-Pranali-23-09-19_20190923_103745.mff
59405,0,ABI-Pranali-23-09-19_20190923_103745.mff
65404,6,ABI-Pranali-23-09-19_20190923_103745.mff
71405,5,ABI-Pranali-23-09-19_20190923_103745.mff
77403,0,ABI-Pranali-23-09-19_20190923_103745.mff
83402,2,ABI-Pranali-23-09-19_20190923_103745.mff
89400,0,ABI-Pranali-23-09-19_20190923_103745.mff
95400,9,ABI-Pranali-23-09-19_20190923_103745.mff
101399,2,ABI-Pranali-23-09-19_20190923_103745.mff
107398,3,ABI-Pranali-23-09-19_20190923_103745.mff
113399,9,ABI-Pranali-23-09-19_20190923_103745.mff
119398,5,ABI-Pranali-23-09-19_20190923_103745.mff
125397,9,ABI-Pranali-23-09-19_20190923_103745.mff
131396,2,ABI-Pranali-23-09-19_20190923_103745.mff
137394,6,ABI-Pranali-23-09-19_20190923_103745.mff
143394,5,ABI-Pranali-23-09-19_20190923_103745.mff
149393,6,ABI-Pranali-23-09-19_20190923_103745.mff
155392,7,ABI-Pranali-23-09-19_20190923_103745.mff
161391,3,ABI-Pranali-23-09-19_20190923_103745.mff
167390,1,ABI-Pranali-23-09-19_20190923_103745.mff
173389,1,ABI-Pranali-23-09-19_20190923_103745.mff
179388,9,ABI-Pranali-23-09-19_20190923_103745.mff
185387,9,ABI-Pranali-23-09-19_20190923_103745.mff
191387,5,ABI-Pranali-23-09-19_20190923_103745.mff
197385,7,ABI-Pranali-23-09-19_20190923_103745.mff
203387,7,ABI-Pranali-23-09-19_20190923_103745.mff
209384,0,ABI-Pranali-23-09-19_20190923_103745.mff
215382,0,ABI-Pranali-23-09-19_20190923_103745.mff
221382,7,ABI-Pranali-23-09-19_20190923_103745.mff
227381,9,ABI-Pranali-23-09-19_20190923_103745.mff
233381,7,ABI-Pranali-23-09-19_20190923_103745.mff
239381,6,ABI-Pranali-23-09-19_20190923_103745.mff
245380,4,ABI-Pranali-23-09-19_20190923_103745.mff
251379,3,ABI-Pranali-23-09-19_20190923_103745.mff
257378,6,ABI-Pranali-23-09-19_20190923_103745.mff
263379,6,ABI-Pranali-23-09-19_20190923_103745.mff
269376,8,ABI-Pranali-23-09-19_20190923_103745.mff
275375,3,ABI-Pranali-23-09-19_20190923_103745.mff
281375,0,ABI-Pranali-23-09-19_20190923_103745.mff
287375,1,ABI-Pranali-23-09-19_20190923_103745.mff
293375,7,ABI-Pranali-23-09-19_20190923_103745.mff
299372,0,ABI-Pranali-23-09-19_20190923_103745.mff
305371,7,ABI-Pranali-23-09-19_20190923_103745.mff
311371,9,ABI-Pranali-23-09-19_20190923_103745.mff
326384,4,ABI-Pranali-23-09-19_20190923_103745.mff
332382,2,ABI-Pranali-23-09-19_20190923_103745.mff
338381,9,ABI-Pranali-23-09-19_20190923_103745.mff
344380,7,ABI-Pranali-23-09-19_20190923_103745.mff
350379,0,ABI-Pranali-23-09-19_20190923_103745.mff
356380,4,ABI-Pranali-23-09-19_20190923_103745.mff
362378,8,ABI-Pranali-23-09-19_20190923_103745.mff
368377,4,ABI-Pranali-23-09-19_20190923_103745.mff
374376,3,ABI-Pranali-23-09-19_20190923_103745.mff
380376,6,ABI-Pranali-23-09-19_20190923_103745.mff
386374,8,ABI-Pranali-23-09-19_20190923_103745.mff
392373,8,ABI-Pranali-23-09-19_20190923_103745.mff
398372,6,ABI-Pranali-23-09-19_20190923_103745.mff
404371,1,ABI-Pranali-23-09-19_20190923_103745.mff
410371,9,ABI-Pranali-23-09-19_20190923_103745.mff
416369,5,ABI-Pranali-23-09-19_20190923_103745.mff
422367,0,ABI-Pranali-23-09-19_20190923_103745.mff
428367,6,ABI-Pranali-23-09-19_20190923_103745.mff
434367,7,ABI-Pranali-23-09-19_20190923_103745.mff
440366,2,ABI-Pranali-23-09-19_20190923_103745.mff
446364,4,ABI-Pranali-23-09-19_20190923_103745.mff
452364,9,ABI-Pranali-23-09-19_20190923_103745.mff
458364,8,ABI-Pranali-23-09-19_20190923_103745.mff
464363,3,ABI-Pranali-23-09-19_20190923_103745.mff
470362,7,ABI-Pranali-23-09-19_20190923_103745.mff
476361,6,ABI-Pranali-23-09-19_20190923_103745.mff
482359,2,ABI-Pranali-23-09-19_20190923_103745.mff
488359,6,ABI-Pranali-23-09-19_20190923_103745.mff
494357,5,ABI-Pranali-23-09-19_20190923_103745.mff
500357,9,ABI-Pranali-23-09-19_20190923_103745.mff
506355,4,ABI-Pranali-23-09-19_20190923_103745.mff
512356,1,ABI-Pranali-23-09-19_20190923_103745.mff
518355,8,ABI-Pranali-23-09-19_20190923_103745.mff
524354,5,ABI-Pranali-23-09-19_20190923_103745.mff
530352,3,ABI-Pranali-23-09-19_20190923_103745.mff
536351,8,ABI-Pranali-23-09-19_20190923_103745.mff
542351,8,ABI-Pranali-23-09-19_20190923_103745.mff
548350,9,ABI-Pranali-23-09-19_20190923_103745.mff
554349,9,ABI-Pranali-23-09-19_20190923_103745.mff
560348,2,ABI-Pranali-23-09-19_20190923_103745.mff
566347,4,ABI-Pranali-23-09-19_20190923_103745.mff
572345,1,ABI-Pranali-23-09-19_20190923_103745.mff
578345,3,ABI-Pranali-23-09-19_20190923_103745.mff
584344,7,ABI-Pranali-23-09-19_20190923_103745.mff
590344,2,ABI-Pranali-23-09-19_20190923_103745.mff
596342,4,ABI-Pranali-23-09-19_20190923_103745.mff
602342,3,ABI-Pranali-23-09-19_20190923_103745.mff
608340,2,ABI-Pranali-23-09-19_20190923_103745.mff
614340,2,ABI-Pranali-23-09-19_20190923_103745.mff
620338,1,ABI-Pranali-23-09-19_20190923_103745.mff
683312,2,ABI-Pranali-23-09-19_20190923_103745.mff
689311,6,ABI-Pranali-23-09-19_20190923_103745.mff
695310,3,ABI-Pranali-23-09-19_20190923_103745.mff
701309,0,ABI-Pranali-23-09-19_20190923_103745.mff
707309,6,ABI-Pranali-23-09-19_20190923_103745.mff
713309,4,ABI-Pranali-23-09-19_20190923_103745.mff
719307,3,ABI-Pranali-23-09-19_20190923_103745.mff
725306,5,ABI-Pranali-23-09-19_20190923_103745.mff
731306,8,ABI-Pranali-23-09-19_20190923_103745.mff
737304,0,ABI-Pranali-23-09-19_20190923_103745.mff
743304,9,ABI-Pranali-23-09-19_20190923_103745.mff
749303,7,ABI-Pranali-23-09-19_20190923_103745.mff
755301,2,ABI-Pranali-23-09-19_20190923_103745.mff
761300,7,ABI-Pranali-23-09-19_20190923_103745.mff
767299,1,ABI-Pranali-23-09-19_20190923_103745.mff
773298,0,ABI-Pranali-23-09-19_20190923_103745.mff
779297,0,ABI-Pranali-23-09-19_20190923_103745.mff
785298,3,ABI-Pranali-23-09-19_20190923_103745.mff
791297,4,ABI-Pranali-23-09-19_20190923_103745.mff
797296,6,ABI-Pranali-23-09-19_20190923_103745.mff
803294,4,ABI-Pranali-23-09-19_20190923_103745.mff
809293,2,ABI-Pranali-23-09-19_20190923_103745.mff
815292,7,ABI-Pranali-23-09-19_20190923_103745.mff
821292,6,ABI-Pranali-23-09-19_20190923_103745.mff
827291,9,ABI-Pranali-23-09-19_20190923_103745.mff
833290,7,ABI-Pranali-23-09-19_20190923_103745.mff
839288,6,ABI-Pranali-23-09-19_20190923_103745.mff
845288,2,ABI-Pranali-23-09-19_20190923_103745.mff
851286,9,ABI-Pranali-23-09-19_20190923_103745.mff
857286,1,ABI-Pranali-23-09-19_20190923_103745.mff
863285,8,ABI-Pranali-23-09-19_20190923_103745.mff
869284,8,ABI-Pranali-23-09-19_20190923_103745.mff
875283,0,ABI-Pranali-23-09-19_20190923_103745.mff
881282,2,ABI-Pranali-23-09-19_20190923_103745.mff
887281,5,ABI-Pranali-23-09-19_20190923_103745.mff
893281,8,ABI-Pranali-23-09-19_20190923_103745.mff
899280,3,ABI-Pranali-23-09-19_20190923_103745.mff
905279,4,ABI-Pranali-23-09-19_20190923_103745.mff
911278,4,ABI-Pranali-23-09-19_20190923_103745.mff
917277,4,ABI-Pranali-23-09-19_20190923_103745.mff
923276,6,ABI-Pranali-23-09-19_20190923_103745.mff
929275,9,ABI-Pranali-23-09-19_20190923_103745.mff
935275,8,ABI-Pranali-23-09-19_20190923_103745.mff
941274,9,ABI-Pranali-23-09-19_20190923_103745.mff
947273,7,ABI-Pranali-23-09-19_20190923_103745.mff
953271,5,ABI-Pranali-23-09-19_20190923_103745.mff
959270,3,ABI-Pranali-23-09-19_20190923_103745.mff
965270,2,ABI-Pranali-23-09-19_20190923_103745.mff
971269,6,ABI-Pranali-23-09-19_20190923_103745.mff
977268,8,ABI-Pranali-23-09-19_20190923_103745.mff
1032575,8,ABI-Pranali-23-09-19_20190923_103745.mff
1038574,7,ABI-Pranali-23-09-19_20190923_103745.mff
1044573,8,ABI-Pranali-23-09-19_20190923_103745.mff
1050571,2,ABI-Pranali-23-09-19_20190923_103745.mff
1056571,0,ABI-Pranali-23-09-19_20190923_103745.mff
1062570,4,ABI-Pranali-23-09-19_20190923_103745.mff
1068569,6,ABI-Pranali-23-09-19_20190923_103745.mff
1074568,0,ABI-Pranali-23-09-19_20190923_103745.mff
1080568,7,ABI-Pranali-23-09-19_20190923_103745.mff
1086566,6,ABI-Pranali-23-09-19_20190923_103745.mff
1092566,9,ABI-Pranali-23-09-19_20190923_103745.mff
1098565,8,ABI-Pranali-23-09-19_20190923_103745.mff
1104564,5,ABI-Pranali-23-09-19_20190923_103745.mff
1110563,7,ABI-Pranali-23-09-19_20190923_103745.mff
1116562,6,ABI-Pranali-23-09-19_20190923_103745.mff
1122561,3,ABI-Pranali-23-09-19_20190923_103745.mff
1128561,1,ABI-Pranali-23-09-19_20190923_103745.mff
1134560,7,ABI-Pranali-23-09-19_20190923_103745.mff
1140560,1,ABI-Pranali-23-09-19_20190923_103745.mff
1146559,4,ABI-Pranali-23-09-19_20190923_103745.mff
1152558,3,ABI-Pranali-23-09-19_20190923_103745.mff
1158558,1,ABI-Pranali-23-09-19_20190923_103745.mff
1164556,9,ABI-Pranali-23-09-19_20190923_103745.mff
1170556,9,ABI-Pranali-23-09-19_20190923_103745.mff
1176555,3,ABI-Pranali-23-09-19_20190923_103745.mff
1182553,5,ABI-Pranali-23-09-19_20190923_103745.mff
1188552,4,ABI-Pranali-23-09-19_20190923_103745.mff
1194551,5,ABI-Pranali-23-09-19_20190923_103745.mff
1200551,8,ABI-Pranali-23-09-19_20190923_103745.mff
1206550,4,ABI-Pranali-23-09-19_20190923_103745.mff
1212549,0,ABI-Pranali-23-09-19_20190923_103745.mff
1218548,6,ABI-Pranali-23-09-19_20190923_103745.mff
1224547,0,ABI-Pranali-23-09-19_20190923_103745.mff
1230546,1,ABI-Pranali-23-09-19_20190923_103745.mff
1236546,3,ABI-Pranali-23-09-19_20190923_103745.mff
1242545,9,ABI-Pranali-23-09-19_20190923_103745.mff
1248544,3,ABI-Pranali-23-09-19_20190923_103745.mff
1254543,0,ABI-Pranali-23-09-19_20190923_103745.mff
1260542,6,ABI-Pranali-23-09-19_20190923_103745.mff
1266541,1,ABI-Pranali-23-09-19_20190923_103745.mff
1272539,9,ABI-Pranali-23-09-19_20190923_103745.mff
1278539,1,ABI-Pranali-23-09-19_20190923_103745.mff
1284538,6,ABI-Pranali-23-09-19_20190923_103745.mff
1290538,3,ABI-Pranali-23-09-19_20190923_103745.mff
1296536,3,ABI-Pranali-23-09-19_20190923_103745.mff
1302536,1,ABI-Pranali-23-09-19_20190923_103745.mff
1308535,9,ABI-Pranali-23-09-19_20190923_103745.mff
1314534,2,ABI-Pranali-23-09-19_20190923_103745.mff
1320533,9,ABI-Pranali-23-09-19_20190923_103745.mff
1326532,7,ABI-Pranali-23-09-19_20190923_103745.mff
3098,0,ABI-Shreyas-21-09-19_20190921_033411.mff
9097,0,ABI-Shreyas-21-09-19_20190921_033411.mff
15097,0,ABI-Shreyas-21-09-19_20190921_033411.mff
21096,6,ABI-Shreyas-21-09-19_20190921_033411.mff
27094,8,ABI-Shreyas-21-09-19_20190921_033411.mff
33093,1,ABI-Shreyas-21-09-19_20190921_033411.mff
39093,9,ABI-Shreyas-21-09-19_20190921_033411.mff
45093,9,ABI-Shreyas-21-09-19_20190921_033411.mff
51092,9,ABI-Shreyas-21-09-19_20190921_033411.mff
57093,7,ABI-Shreyas-21-09-19_20190921_033411.mff
63090,6,ABI-Shreyas-21-09-19_20190921_033411.mff
69091,5,ABI-Shreyas-21-09-19_20190921_033411.mff
75091,4,ABI-Shreyas-21-09-19_20190921_033411.mff
81090,3,ABI-Shreyas-21-09-19_20190921_033411.mff
87089,9,ABI-Shreyas-21-09-19_20190921_033411.mff
93088,0,ABI-Shreyas-21-09-19_20190921_033411.mff
99087,2,ABI-Shreyas-21-09-19_20190921_033411.mff
105087,5,ABI-Shreyas-21-09-19_20190921_033411.mff
111086,0,ABI-Shreyas-21-09-19_20190921_033411.mff
117085,0,ABI-Shreyas-21-09-19_20190921_033411.mff
123084,7,ABI-Shreyas-21-09-19_20190921_033411.mff
129083,6,ABI-Shreyas-21-09-19_20190921_033411.mff
135083,2,ABI-Shreyas-21-09-19_20190921_033411.mff
141083,0,ABI-Shreyas-21-09-19_20190921_033411.mff
147083,5,ABI-Shreyas-21-09-19_20190921_033411.mff
153081,7,ABI-Shreyas-21-09-19_20190921_033411.mff
159081,1,ABI-Shreyas-21-09-19_20190921_033411.mff
165080,9,ABI-Shreyas-21-09-19_20190921_033411.mff
171079,0,ABI-Shreyas-21-09-19_20190921_033411.mff
177077,3,ABI-Shreyas-21-09-19_20190921_033411.mff
183077,2,ABI-Shreyas-21-09-19_20190921_033411.mff
189077,3,ABI-Shreyas-21-09-19_20190921_033411.mff
195076,8,ABI-Shreyas-21-09-19_20190921_033411.mff
201074,6,ABI-Shreyas-21-09-19_20190921_033411.mff
207074,1,ABI-Shreyas-21-09-19_20190921_033411.mff
213074,7,ABI-Shreyas-21-09-19_20190921_033411.mff
219073,0,ABI-Shreyas-21-09-19_20190921_033411.mff
225072,0,ABI-Shreyas-21-09-19_20190921_033411.mff
231072,7,ABI-Shreyas-21-09-19_20190921_033411.mff
237070,3,ABI-Shreyas-21-09-19_20190921_033411.mff
243070,9,ABI-Shreyas-21-09-19_20190921_033411.mff
249069,6,ABI-Shreyas-21-09-19_20190921_033411.mff
255068,7,ABI-Shreyas-21-09-19_20190921_033411.mff
261066,5,ABI-Shreyas-21-09-19_20190921_033411.mff
267065,2,ABI-Shreyas-21-09-19_20190921_033411.mff
273063,9,ABI-Shreyas-21-09-19_20190921_033411.mff
279062,4,ABI-Shreyas-21-09-19_20190921_033411.mff
285061,6,ABI-Shreyas-21-09-19_20190921_033411.mff
291060,0,ABI-Shreyas-21-09-19_20190921_033411.mff
297060,7,ABI-Shreyas-21-09-19_20190921_033411.mff
307907,8,ABI-Shreyas-21-09-19_20190921_033411.mff
313907,5,ABI-Shreyas-21-09-19_20190921_033411.mff
319905,0,ABI-Shreyas-21-09-19_20190921_033411.mff
325903,5,ABI-Shreyas-21-09-19_20190921_033411.mff
331901,6,ABI-Shreyas-21-09-19_20190921_033411.mff
337900,9,ABI-Shreyas-21-09-19_20190921_033411.mff
343900,7,ABI-Shreyas-21-09-19_20190921_033411.mff
349898,5,ABI-Shreyas-21-09-19_20190921_033411.mff
355898,0,ABI-Shreyas-21-09-19_20190921_033411.mff
361896,7,ABI-Shreyas-21-09-19_20190921_033411.mff
367896,9,ABI-Shreyas-21-09-19_20190921_033411.mff
373894,4,ABI-Shreyas-21-09-19_20190921_033411.mff
379894,2,ABI-Shreyas-21-09-19_20190921_033411.mff
385891,1,ABI-Shreyas-21-09-19_20190921_033411.mff
391891,3,ABI-Shreyas-21-09-19_20190921_033411.mff
397891,9,ABI-Shreyas-21-09-19_20190921_033411.mff
403889,2,ABI-Shreyas-21-09-19_20190921_033411.mff
409888,9,ABI-Shreyas-21-09-19_20190921_033411.mff
415887,3,ABI-Shreyas-21-09-19_20190921_033411.mff
421885,9,ABI-Shreyas-21-09-19_20190921_033411.mff
427885,9,ABI-Shreyas-21-09-19_20190921_033411.mff
433885,2,ABI-Shreyas-21-09-19_20190921_033411.mff
439883,2,ABI-Shreyas-21-09-19_20190921_033411.mff
445881,3,ABI-Shreyas-21-09-19_20190921_033411.mff
451883,4,ABI-Shreyas-21-09-19_20190921_033411.mff
457881,7,ABI-Shreyas-21-09-19_20190921_033411.mff
463878,6,ABI-Shreyas-21-09-19_20190921_033411.mff
469878,4,ABI-Shreyas-21-09-19_20190921_033411.mff
475877,6,ABI-Shreyas-21-09-19_20190921_033411.mff
481876,8,ABI-Shreyas-21-09-19_20190921_033411.mff
487874,8,ABI-Shreyas-21-09-19_20190921_033411.mff
493874,2,ABI-Shreyas-21-09-19_20190921_033411.mff
499873,4,ABI-Shreyas-21-09-19_20190921_033411.mff
505873,8,ABI-Shreyas-21-09-19_20190921_033411.mff
511872,4,ABI-Shreyas-21-09-19_20190921_033411.mff
517870,6,ABI-Shreyas-21-09-19_20190921_033411.mff
523870,4,ABI-Shreyas-21-09-19_20190921_033411.mff
529869,8,ABI-Shreyas-21-09-19_20190921_033411.mff
535868,2,ABI-Shreyas-21-09-19_20190921_033411.mff
541867,7,ABI-Shreyas-21-09-19_20190921_033411.mff
547867,3,ABI-Shreyas-21-09-19_20190921_033411.mff
553865,8,ABI-Shreyas-21-09-19_20190921_033411.mff
559864,1,ABI-Shreyas-21-09-19_20190921_033411.mff
565863,6,ABI-Shreyas-21-09-19_20190921_033411.mff
571862,2,ABI-Shreyas-21-09-19_20190921_033411.mff
577861,1,ABI-Shreyas-21-09-19_20190921_033411.mff
583861,1,ABI-Shreyas-21-09-19_20190921_033411.mff
589860,4,ABI-Shreyas-21-09-19_20190921_033411.mff
595858,8,ABI-Shreyas-21-09-19_20190921_033411.mff
601857,3,ABI-Shreyas-21-09-19_20190921_033411.mff
631534,8,ABI-Shreyas-21-09-19_20190921_033411.mff
637534,5,ABI-Shreyas-21-09-19_20190921_033411.mff
643533,0,ABI-Shreyas-21-09-19_20190921_033411.mff
649532,3,ABI-Shreyas-21-09-19_20190921_033411.mff
655532,9,ABI-Shreyas-21-09-19_20190921_033411.mff
661530,7,ABI-Shreyas-21-09-19_20190921_033411.mff
667529,5,ABI-Shreyas-21-09-19_20190921_033411.mff
